,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
130,['2021-01'],['155.611kWh'],['0.204kWh/kW'],['-'],"['0,00 CHF']",['1.301kWh'],['74.596kWh'],['22.230kWh'],['04/01/21 - 10/01/21']
131,['2020-53'],['238.074kWh'],['0.311kWh/kW'],['-'],"['0,00 CHF']",['10.263kWh'],['77.235kWh'],['34.010kWh'],['28/12/20 - 03/01/21']
132,['2020-52'],['335.751kWh'],['0.439kWh/kW'],['-'],"['0,00 CHF']",['24.724kWh'],['94.083kWh'],['47.964kWh'],['21/12/20 - 27/12/20']
133,['2020-51'],['283.919kWh'],['0.371kWh/kW'],['-'],"['0,00 CHF']",['29.277kWh'],['63.780kWh'],['40.559kWh'],['14/12/20 - 20/12/20']
134,['2020-50'],['56.831kWh'],['0.074kWh/kW'],['-'],"['0,00 CHF']",['0.013kWh'],['29.926kWh'],['8.118kWh'],['07/12/20 - 13/12/20']
135,['2020-49'],['118.031kWh'],['0.155kWh/kW'],['-'],"['0,00 CHF']",['0.172kWh'],['57.065kWh'],['16.861kWh'],['30/11/20 - 06/12/20']
136,['2020-48'],['95.083kWh'],['0.435kWh/kW'],['-'],"['0,00 CHF']",['9.878kWh'],['85.205kWh'],['47.541kWh'],['23/11/20 - 29/11/20']
137,['2020-47'],['597.058kWh'],['0.781kWh/kW'],['-'],"['0,00 CHF']",['21.160kWh'],['125.001kWh'],['85.294kWh'],['16/11/20 - 22/11/20']
138,['2020-46'],['634.844kWh'],['0.831kWh/kW'],['-'],"['0,00 CHF']",['32.707kWh'],['128.804kWh'],['90.692kWh'],['09/11/20 - 15/11/20']
139,['2020-45'],['393.894kWh'],['0.515kWh/kW'],['-'],"['0,00 CHF']",['22.858kWh'],['143.095kWh'],['56.270kWh'],['02/11/20 - 08/11/20']
140,['2020-44'],['539.530kWh'],['0.706kWh/kW'],['-'],"['0,00 CHF']",['14.125kWh'],['131.201kWh'],['77.075kWh'],['26/10/20 - 01/11/20']
141,['2020-43'],['710.344kWh'],['0.929kWh/kW'],['-'],"['0,00 CHF']",['31.820kWh'],['157.834kWh'],['101.477kWh'],['19/10/20 - 25/10/20']
142,['2020-42'],['836.034kWh'],['1.094kWh/kW'],['-'],"['0,00 CHF']",['37.850kWh'],['208.705kWh'],['119.433kWh'],['12/10/20 - 18/10/20']
143,['2020-41'],['1.130MWh'],['1.478kWh/kW'],['-'],"['0,00 CHF']",['65.570kWh'],['266.769kWh'],['161.357kWh'],['05/10/20 - 11/10/20']
144,['2020-40'],['1.334MWh'],['1.746kWh/kW'],['-'],"['0,00 CHF']",['55.757kWh'],['311.006kWh'],['190.627kWh'],['28/09/20 - 04/10/20']
145,['2020-39'],['1.189MWh'],['1.555kWh/kW'],['-'],"['0,00 CHF']",['53.248kWh'],['311.579kWh'],['169.788kWh'],['21/09/20 - 27/09/20']
146,['2020-38'],['1.959MWh'],['2.562kWh/kW'],['-'],"['0,00 CHF']",['188.009kWh'],['369.622kWh'],['279.791kWh'],['14/09/20 - 20/09/20']
147,['2020-37'],['2.608MWh'],['3.411kWh/kW'],['-'],"['0,00 CHF']",['325.871kWh'],['415.079kWh'],['372.502kWh'],['07/09/20 - 13/09/20']
148,['2020-36'],['2.150MWh'],['2.813kWh/kW'],['-'],"['0,00 CHF']",['89.336kWh'],['424.229kWh'],['307.188kWh'],['31/08/20 - 06/09/20']
149,['2020-35'],['1.783MWh'],['2.332kWh/kW'],['-'],"['0,00 CHF']",['34.216kWh'],['448.512kWh'],['254.655kWh'],['24/08/20 - 30/08/20']
150,['2020-34'],['2.335MWh'],['3.054kWh/kW'],['-'],"['0,00 CHF']",['153.877kWh'],['431.319kWh'],['333.516kWh'],['17/08/20 - 23/08/20']
151,['2020-33'],['2.525MWh'],['3.303kWh/kW'],['-'],"['0,00 CHF']",['202.133kWh'],['443.558kWh'],['360.723kWh'],['10/08/20 - 16/08/20']
152,['2020-32'],['2.631MWh'],['3.442kWh/kW'],['-'],"['0,00 CHF']",['121.273kWh'],['484.820kWh'],['375.897kWh'],['03/08/20 - 09/08/20']
153,['2020-31'],['2.811MWh'],['3.677kWh/kW'],['-'],"['0,00 CHF']",['205.670kWh'],['491.737kWh'],['401.557kWh'],['27/07/20 - 02/08/20']
154,['2020-30'],['2.714MWh'],['3.551kWh/kW'],['-'],"['0,00 CHF']",['213.470kWh'],['490.381kWh'],['387.773kWh'],['20/07/20 - 26/07/20']
155,['2020-29'],['2.561MWh'],['3.350kWh/kW'],['-'],"['0,00 CHF']",['98.477kWh'],['522.232kWh'],['365.818kWh'],['13/07/20 - 19/07/20']
