,Date,Generated,Efficiency,Exported,Peak Power,Peak Time,Conditions,Tempertature,Comments
19,['21/01/22'],['8.629kWh'],['0.841kWh/kW'],['-'],['1.906kW'],['1:40PM'],['Fine'],,['Updated 17:10 UTC+1:00']
20,['1 DAY GAP'],[],[],[],[],[],[],,[]
21,['19/01/22'],['2.118kWh'],['0.206kWh/kW'],['-'],['0.915kW'],['2:35PM'],['Cloudy'],,['Updated 16:30 UTC+1:00']
22,['18/01/22'],['1.619kWh'],['0.158kWh/kW'],['-'],['0.416kW'],['1:20PM'],['Showers'],,['Updated 16:45 UTC+1:00']
23,['17/01/22'],['6.629kWh'],['0.646kWh/kW'],['-'],['1.618kW'],['12:25PM'],['Partly Cloudy'],,['Updated 17:10 UTC+1:00']
24,['16/01/22'],['4.346kWh'],['0.424kWh/kW'],['-'],['1.556kW'],['1:20PM'],['Mostly Cloudy'],,['Updated 17:05 UTC+1:00']
25,['15/01/22'],['6.753kWh'],['0.658kWh/kW'],['-'],['1.543kW'],['12:25PM'],['Partly Cloudy'],,['Updated 17:00 UTC+1:00']
26,['14/01/22'],['7.049kWh'],['0.687kWh/kW'],['-'],['1.544kW'],['12:25PM'],['Partly Cloudy'],,['Updated 17:05 UTC+1:00']
27,['13/01/22'],['7.174kWh'],['0.699kWh/kW'],['-'],['1.598kW'],['12:10PM'],['Partly Cloudy'],,['Updated 17:00 UTC+1:00']
28,['12/01/22'],['7.334kWh'],['0.715kWh/kW'],['-'],['1.728kW'],['12:25PM'],['Partly Cloudy'],,['Updated 16:55 UTC+1:00']
29,['11/01/22'],['2.972kWh'],['0.290kWh/kW'],['-'],['1.188kW'],['2:25PM'],['Cloudy'],,['Updated 16:55 UTC+1:00']
30,['10/01/22'],['2.975kWh'],['0.290kWh/kW'],['-'],['1.624kW'],['12:40PM'],['Cloudy'],,['Updated 17:00 UTC+1:00']
31,['09/01/22'],['0.570kWh'],['0.056kWh/kW'],['-'],['0.470kW'],['1:40PM'],['Showers'],,['Updated 16:35 UTC+1:00']
32,['08/01/22'],['2.249kWh'],['0.219kWh/kW'],['-'],['1.088kW'],['11:10AM'],['Cloudy'],,['Updated 16:50 UTC+1:00']
33,['07/01/22'],['1.378kWh'],['0.134kWh/kW'],['-'],['0.803kW'],['10:50AM'],['Showers'],,['Updated 16:25 UTC+1:00']
34,['06/01/22'],['3.054kWh'],['0.298kWh/kW'],['-'],['1.259kW'],['2:20PM'],['Cloudy'],,['Updated 16:50 UTC+1:00']
35,['1 DAY GAP'],[],[],[],[],[],[],,[]
36,['04/01/22'],['2.096kWh'],['0.204kWh/kW'],['-'],['0.912kW'],['12:40PM'],['Cloudy'],,['Updated 16:40 UTC+1:00']
37,['03/01/22'],['0.928kWh'],['0.090kWh/kW'],['-'],['0.464kW'],['12:25PM'],['Showers'],,['Updated 16:25 UTC+1:00']
38,['02/01/22'],['2.254kWh'],['0.220kWh/kW'],['-'],['1.600kW'],['12:45PM'],['Cloudy'],,['Updated 16:40 UTC+1:00']
39,['01/01/22'],['5.523kWh'],['0.538kWh/kW'],['-'],['1.507kW'],['12:15PM'],['Partly Cloudy'],,['Updated 16:50 UTC+1:00']
40,['1 DAY GAP'],[],[],[],[],[],[],,[]
41,['30/12/21'],['2.803kWh'],['0.273kWh/kW'],['-'],['1.391kW'],['1:30PM'],['Cloudy'],,['Updated 16:45 UTC+1:00']
42,['9 DAY GAP'],[],[],[],[],[],[],,[]
43,['20/12/21'],['1.943kWh'],['0.189kWh/kW'],['-'],['1.840kW'],['2:20PM'],['Cloudy'],,['Updated 16:50 UTC+1:00']
44,['6 DAY GAP'],[],[],[],[],[],[],,[]
45,['13/12/21'],['2.252kWh'],['0.219kWh/kW'],['-'],['0.612kW'],['1:30PM'],['Cloudy'],,['Updated 16:25 UTC+1:00']
46,['12/12/21'],['1.838kWh'],['0.179kWh/kW'],['-'],['0.688kW'],['12:15PM'],['Cloudy'],,['Updated 16:30 UTC+1:00']
47,['11/12/21'],['0.063kWh'],['0.006kWh/kW'],['-'],['0.024kW'],['12:25PM'],['Showers'],,['Updated 14:45 UTC+1:00']
48,['1 DAY GAP'],[],[],[],[],[],[],,[]
49,['09/12/21'],['7.429kWh'],['0.724kWh/kW'],['-'],['3.340kW'],['1:05PM'],['Fine'],,['Updated 16:45 UTC+1:00']
50,['08/12/21'],['1.228kWh'],['0.120kWh/kW'],['-'],['0.307kW'],['12:15PM'],['Showers'],,['Updated 16:10 UTC+1:00']
